Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
Boschhoven 30 a,Leende,675000,430,179,2017,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,356
Dorp 4 a,Waarder,595000,383,150,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,6,3 woonlagen,3,0,0,0,C,"Beschutte ligging, in centrum en in woonwijk",Achtertuin en tuin,
Marcelis manshof 9,Hoef en Haag,475000,124,125,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Beschutte ligging en in woonwijk,Achtertuin,
Boogaardlaan 9,Beverwijk,475000,200,138,1938,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,2665
Van Woustraat 22,Amersfoort,500000,150,100,1924,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,E,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,4979
De Rekere 24,Warmenhuizen,325000,254,98,1988,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met overig,2,1 slaapkamer),2 woonlagen,2,0,0,0,D,Aan rustige weg en beschutte ligging,Tuin rondom,310
Deventerweg 185,Zutphen,465000,501,106,1956,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,E,Vrij uitzicht,"Achtertuin, tuin en zijtuin",145
Het Straatje 17,Elburg,675000,102,220,1964,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met riet,7,4,2 woonlagen,2,0,0,0,G,Aan rustige weg en in woonwijk,Tuin rondom,304
Marcelis mansstraat 3,Hoef en Haag,550000,145,140,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin,
Willibrordusstraat 1 a,Boven-Leeuwen,325000,147,140,1956,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,3,2 woonlagen,2,0,0,0,G,In centrum,tuin,153
Goudenregenstraat 77,Capelle aan den IJssel,450000,290,124,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,3,2,2 woonlagen,2,0,0,0,F,Beschutte ligging en in woonwijk,"Achtertuin, tuin en zijtuin",1325
hoevepark 1,Gennep,365000,240,123,1915,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,2 woonlagen,2,0,0,0,D,"Aan rustige weg, beschutte ligging en in centrum",Zijtuin,409
Purmerenderweg 149,Zuidoostbeemster,550000,392,117,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,4,2,2 woonlagen en een zolder,2,0,1,0,G,Landelijk gelegen,Achtertuin en tuin,4869
Het Fort 28,De Kwakel,695000,412,92,1972,Bestaande bouw,"Bungalow, vrijstaande woning",Lesseardak,2,1 slaapkamer),2 woonlagen,2,0,0,0,B,"Aan park, aan rustige weg, aan water, beschutte ligging en vrij uitzicht",Tuin rondom,3615
Kerklaan 72,Groningen,295000,88,79,1892,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,3,2 woonlagen,2,0,0,0,E,Beschutte ligging en in woonwijk,Achtertuin en zonneterras,3845
Kievitstraat 6,Hank,290000,143,114,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,Achtertuin en tuin,362
Oranjestraat 51,Berkel en Rodenrijs,375000,106,103,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,195
Pikeursbaan 10,Deventer,950000,148,324,1872,Bestaande bouw,"Herenhuis, tussenwoning",Schilddak bedekt met pannen,7,4,3 woonlagen en een kelder,3,1,0,0,B,Aan rustige weg en in centrum,Achtertuin,1
Cort van der Lindenstraat 12,Zandt,2450000,575,220,1960,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5,4,3 woonlagen,3,0,0,0,A,"Aan bosrand, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en tuin,293
Burgemeester Prinsensingel 76,Roosendaal,375000,148,131,1955,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,7,4,2 woonlagen en een zolder,2,0,1,0,F,In centrum,Achtertuin,342
Bergenboulevard 180,Amersfoort,539000,171,148,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en tuin,3418
Bijsterveldenlaan 195,Tilburg,350000,159,121,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Lesseardak bedekt met overig,5,4,2 woonlagen en een zolder,2,0,1,0,A,"Beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en tuin,601
Prinsenlaan 8,Emmen,399000,674,167,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,3 woonlagen,3,0,0,0,D,"In bosrijke omgeving, in centrum en in woonwijk",Achtertuin en tuin,1475
Zilverstein 69,Oegstgeest,575000,132,125,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,3,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin en tuin,2485
Snoek 10,Hendrik-Ido-Ambacht,500000,162,136,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5,3,3 woonlagen,3,0,0,0,A,,Achtertuin en tuin,3635
Goudenregenlaan 3,Castricum,370000,216,87,1959,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,F,Aan rustige weg en in woonwijk,Achtertuin en tuin,2985
Julialaan 16,Helmond,799000,920,238,1927,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,E,,Achtertuin en tuin,1455
Beemsterhof 14,Den Haag,837500,262,173,2010,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen en een vliering,3,0,0,1,A,Aan rustige weg en in woonwijk,Achtertuin,276
Jacob van Ruysdaelstraat 2,Nederhorst den Berg,1150000 von,380,297,1900,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,5,2 woonlagen,2,0,0,0,C,,tuin en zijtuin,135
Hoornbladstraat 20,Arnhem,393000,127,136,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,4,2 woonlagen en een vliering,2,0,0,1,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,446
Lisdodde 4,Oudkarspel (Gem Dijk en Waard),495000,219,123,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,
Pieter Postsingel 221,Amsterdam,645000,104,130,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin,1654
Freudstraat 13,Hengelo (OV),550000,383,148,1975,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,227
Burgemeester Geillstraat 50,Terneuzen,239500,125,110,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Schilddak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,F,In centrum en in woonwijk,Achtertuin,2675
Rembrandt van Rijnstraat 57,Schoondijke,207500,154,84,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,1225
Eendenkooi 29,Alphen aan den Rijn,425000,116,133,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,5,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,820
Zwitserlandstraat 27,Alphen aan den Rijn,399000,141,89,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,2065
Blokhuis 26,Vijfhuizen,575000,133,129,,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak,6,4,4 woonlagen,4,0,0,0,A,Aan rustige weg,Achtertuin en tuin,183
Lisdreef 81,Papendrecht,550000,228,162,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lesseardak bedekt met pannen,7,6,3 woonlagen,3,0,0,0,C,In woonwijk,"Achtertuin, tuin en zijtuin",5985
Koekoeksweg 48,Vaassen,495000,337,105,1977,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,,"Achtertuin, tuin rondom, tuin, zijtuin en zonneterras",1205
Middenmolendijk 177,Ridderkerk,1395000,1031,387,2003,Bestaande bouw,"Villa, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,8,6,3 woonlagen en een zolder,3,0,1,0,A,In woonwijk en vrij uitzicht,"Achtertuin, tuin en zijtuin",327
Kochstraat 63,Groningen,599000,447,168,2006,Bestaande bouw,"Herenhuis, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,4445
Tistraat 6,Almere,675000,300,170,2010,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5,3,2 woonlagen,2,0,0,0,A++,Aan rustige weg en in woonwijk,Tuin rondom,687
Bakkerspark 2,Rhoon,950000,653,146,2008,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,2 woonlagen en een vliering,2,0,0,1,A,"Aan park, aan rustige weg, in centrum, in woonwijk, landelijk gelegen en vrij uitzicht",Tuin rondom,125
Groesbeekseweg 70,Nijmegen,1075000,182,216,1901,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9,4,3 woonlagen en een kelder,3,1,0,0,D,Aan drukke weg,Achtertuin en tuin,683
Watervogel 32,Lathum,485000,404,114,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,B,"Aan water, buiten bebouwde kom, in woonwijk en vrij uitzicht",Tuin rondom,720
Bellefleurstraat 5,Aalsmeer,725000,167,164,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,,Achtertuin en tuin,771
Stellingmolen 11,Mijdrecht,900000,487,193,1991,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin, zijtuin en zonneterras",3195
Hoogegeest 10,Akersloot,600000,850,98,1924,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,G,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom,341
Kooimeerlaan 9,Alkmaar,585000,288,125,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,2,3 woonlagen,3,0,0,0,G,Aan rustige weg en in woonwijk,Achtertuin,1515
Dorpsstraat 46 a,Roermond,325000,245,114,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,3,3 woonlagen,3,0,0,0,B,Aan rustige weg,Achtertuin,765
Spiegellaan 101,Heiloo,1159000,469,158,2009,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en in woonwijk,Tuin rondom,179
Bloembinderspark 44,Lisse,580000,132,143,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Achtertuin en tuin,173
Hans Tiemeijerhof 14,Arnhem,399000,205,144,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,2 woonlagen,2,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,426
Iroko 155,Dordrecht,839000,475,237,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin rondom, tuin en zijtuin",1035
Matthiasstraat 1,Castenray,299000,475,123,1890,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,3,"2 woonlagen, een zolder en een kelder",2,1,1,0,E,,Achtertuin en tuin,810
Terweeweg 65,Oegstgeest,850000,192,159,1925,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,In centrum,Achtertuin en tuin,4345
Vuurvlinder 15,Standdaarbuiten,425000,207,126,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,3,3 woonlagen,3,0,0,0,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,194
Straatweg 74 a,Breukelen,2485000,406,250,1998,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,5,2 woonlagen en een vliering,2,0,0,1,A,"Beschutte ligging, in bosrijke omgeving en in centrum",Tuin rondom,1095
Wethouder van Beuningenstraat 1,Winssen,439000,404,97,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,129
Berkenheuvelstraat 11,Dongen,729000,446,169,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lesseardak bedekt met bitumineuze dakbedekking en pannen,9,3,2 woonlagen,2,0,0,0,B,Aan park en aan rustige weg,"Achtertuin, tuin en zijtuin",34
Noordstraat 27,Bodegraven,985000,121,261,1892,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met pannen,7,6,3 woonlagen en een vliering,3,0,0,1,E,"Aan vaarwater, aan water, in centrum en vrij uitzicht",Zonneterras,
Oude Medelsestraat 58,Tiel,499000,360,150,2016,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,6,4,2 woonlagen,2,0,0,0,A,Bedrijventerrein,Tuin rondom,26
Eikenlaan 22,Heerenveen,349500,289,126,1932,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,2 woonlagen en een zolder,2,0,1,0,D,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",3635
Velasquezhof 17,Alkmaar,325000,108,130,1976,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg,Achtertuin,3505
Iepenlaan 14,Bloemendaal,1100000,264,161,1924,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,D,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",399
Henegouwerhof 100,Bodegraven,360000,417,119,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7,6,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,2896
Pottenbakkersdonk 223,Apeldoorn,325000,142,129,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,516
Greutelseweg 18,Wenum Wiesel,1195000,10285,160,1953,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met riet,8,4,2 woonlagen en een zolder,2,0,1,0,C,"Aan bosrand, aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom en zonneterras,970
Prisma 12,Heerhugowaard,365000,138,92,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers,,2 woonlagen,2,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin,439
Torenvalk 6,Meppel,395000,255,142,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5,4,3 woonlagen,3,0,0,0,B,"Aan rustige weg, aan water en in woonwijk","Achtertuin, tuin en zijtuin",980
Spieghelstraat 5,Harderwijk,315000,150,78,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,4,2 woonlagen en een vliering,2,0,0,1,D,"Aan park, aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin,1105
17 Septemberstraat 4,Veldhoven,495000,300,100,1953,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4,3,"2 woonlagen, een vliering en een kelder",2,1,0,1,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,5405
Suevenpoort 10,Houten,575000,162,194,1996,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,4,4 woonlagen,4,0,0,0,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,1265
Spechtenlaan 16,Odiliapeel,615000,529,217,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,A,Aan bosrand en aan rustige weg,Tuin rondom,143
Soendastraat 1,Maastricht,599000,313,155,2009,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,4,2 woonlagen en een zolder,2,0,1,0,A,Aan rustige weg en in woonwijk,Tuin rondom,4825
Kleijerstraat 20,Veenendaal,695000,217,165,2017,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A+,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en tuin,3505
Hofstad 26,Esbeek,435000,184,133,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",845
Holthe 61,Beilen,479500,580,147,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen en een vliering,2,0,0,1,E,Buiten bebouwde kom en vrij uitzicht,Achtertuin en tuin,120
Ruimersdijk 44,Diepenheim,275000,224,112,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,1215
Knikkerdorpweg 13,Well (LI),1100000,1928,250,1994,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,9,6,2 woonlagen en een kelder,2,1,0,0,C,"Aan bosrand, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Achtertuin en tuin rondom,540
Prins Hendrikstraat 2,Oud-Beijerland,1250000,380,360,1922,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7,5,3 woonlagen,3,0,0,0,B,Aan rustige weg en in centrum,"Patio/atrium, tuin en zonneterras",1765
Poolmansweg 241,Enschede,365000,349,122,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin en zijtuin",257
Berdettelaan 46,Landgraaf,219000,215,91,1950,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,2,"2 woonlagen, een vliering en een kelder",2,1,0,1,E,In woonwijk,Achtertuin en tuin,1355
Laan van Borgele 32,Deventer,875000,605,240,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,8,5,2 woonlagen en een zolder,2,0,1,0,E,Aan park,Tuin rondom,2645
Westeinde 15,Noordwijk (ZH),749000,355,191,1969,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,7,6,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin,4481
Maniladreef 12,Utrecht,450000,139,132,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,,Achtertuin en tuin,4695
Ardèchelaan 2,Zevear,395000,284,129,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,"Achtertuin, tuin en zijtuin",2905
Koningsvaren 91,Purmerend,400000,131,119,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,3805
Hofstad 20,Esbeek,405000,181,120,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,845
Gielinklaan 23,Dinxperlo,524500,716,162,1981,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,3,2 woonlagen,2,0,0,0,C,Aan rustige weg en in centrum,Tuin rondom,239
Oliemolensingel 96,Enschede,435000,165,145,1932,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met leisteen,5,4,3 woonlagen,3,0,0,0,G,Aan drukke weg,Achtertuin en tuin,5715
Punter 13,Honselersdijk,470000,116,132,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,3,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en tuin,1
Burgemeester Avisstraat 8,Midwoud,375000,183,121,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,2065
Peddelkreek 9,Spijkenisse,285000,150,94,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin,1875
Lonnekerspoorlaan 72,Enschede,650000,178,159,2007,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,441
Eikenlaan 95,Borculo,248000,153,107,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,,Achtertuin en tuin,1
Burgemeester HJ Wichersstraat 12,Winschoten,525000,395,256,1914,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en leisteen,7,6,"3 woonlagen, een zolder en een kelder",3,1,1,0,D,Aan park en in centrum,Achtertuin en tuin,419
Alkmaardermeer 24,Amersfoort,769000,260,160,2011,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A+,Aan rustige weg en in woonwijk,Achtertuin en tuin,1635
Merelerf 21,Numansdorp,698000,583,184,1982,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5,3,2 woonlagen en een kelder,2,1,0,0,C,"Aan rustige weg, beschutte ligging en in centrum",Tuin rondom,7665
