Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Total Rooms,Bedrooms,Floors,Total Floors,Basement(kelder),Attic(zolder),Loft(vliering),Energy label,Position,Garden,Estimated neighbourhood price per m2
Van Ekelenburgstraat 36,Nieuw-Amsterdam,250000,295,98,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,431
Woude 36 D,de Woude,975000,990,297,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9,8,2 woonlagen en een vliering,2,0,0,1,A+++,Landelijk gelegen,Tuin rondom,165
Amaliastein 82,Vianen (UT),850000,738,210,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,5,3 woonlagen,3,0,0,0,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,3817
Halve Maanstraat 12,Oostkapelle,599000,577,116,1991,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4,2,1 woonlaag en een zolder,1,0,1,0,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1505
Vliegent Hert 86,Lelystad,375000,167,146,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,3,3 woonlagen,3,0,0,0,A,In woonwijk en vrij uitzicht,Achtertuin en tuin,770
Populier 62,Best,350000,147,123,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,4,3 woonlagen,3,0,0,0,B,In centrum en in woonwijk,Achtertuin en tuin,3335
Juliastraat 55,Groot-Ammers,450000,390,152,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",357
Kennemerlaan 111,IJmuiden,575000,119,137,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,G,In centrum en in woonwijk,Achtertuin,215
Watermuntlaan 1,Oosthuizen,550000,295,110,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een zolder,2,0,1,0,D,In woonwijk,Achtertuin en tuin,201
Smederij 148,Dronten,550000,325,179,2015,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,458
Hoofdvaart 175,Dedemsvaart,685000,137,155,1976,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4,3,2 woonlagen,2,0,0,0,C,Vrij uitzicht,Tuin rondom,525
Ridderspoor 18,Krimpen aan den IJssel,450000,154,176,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen en een vliering,3,0,0,1,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,7045
Merelstraat 11,Neede,287500,238,107,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,,Achtertuin en tuin,1325
Hollmanstraat 16,Sittard,250000,300,102,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,3,3 woonlagen en een kelder,3,1,0,0,F,Aan rustige weg en in woonwijk,Achtertuin en tuin,2015
Kerkweg 49,Malden,325000,262,101,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4,3,2 woonlagen en een vliering,2,0,0,1,F,Aan drukke weg en in woonwijk,Achtertuin en tuin,335
Carolusgulden 3,Dronten,350000,231,91,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,4055
Margrietstraat 2,Aalsmeer,435000,150,128,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,771
Pelsakker 54,Breda,425000,180,126,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,385
Rembrandtstraat 78,Nijmegen,725000,143,131,1936,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7,4,3 woonlagen en een kelder,3,1,0,0,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zonneterras",617
Watervogel 63,Lathum,545000,430,129,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3,2,2 woonlagen,2,0,0,0,B,"Aan rustige weg, aan water en vrij uitzicht",Tuin rondom,720
Bovenstreek 14,Groningen,775000,1176,201,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met kunststof,7,3,2 woonlagen,2,0,0,0,B,"Aan rustige weg, bedrijventerrein en beschutte ligging","Achtertuin, tuin en zijtuin",205
Kerkdijk 25,Achterveld (UT),390000,135,127,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,6,3 woonlagen,3,0,0,0,B,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en tuin,2
Staatssecretarislaan 144,Zwolle,475000,229,135,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Lesseardak bedekt met bitumineuze dakbedekking,5,4,2 woonlagen,2,0,0,0,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,2325
Kastanjelaan 7,Lexmond,399000,175,128,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,5,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,202
Jolwerf 22,Gouda,395000,176,115,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,In woonwijk,"Achtertuin, tuin en zijtuin",1555
Arnhemseweg 218 2,Apeldoorn,375000,187,103,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4,2,3 woonlagen en een kelder,3,1,0,0,E,"Aan drukke weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en tuin,363
Wortelstraat 13,Harlingen,279500,103,113,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7,4,2 woonlagen en een vliering,2,0,0,1,D,"Aan rustige weg, beschutte ligging en in centrum",Patio/atrium,3165
Berkenpark 8,Beuningen (GE),395000,146,106,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en tuin,2805
St Antoniuslaan 22,Sassenheim,295000,70,61,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een vliering,2,0,0,1,C,In woonwijk,Achtertuin en tuin,172
Diepde 3015,Wijchen,219000,129,61,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen,2,0,0,0,B,In woonwijk en vrij uitzicht,Achtertuin en tuin,135
Breeuwer 113,Hoorn (NH),325000,130,122,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,3,3 woonlagen,3,0,0,0,C,Beschutte ligging en in woonwijk,Achtertuin en tuin,1615
Petrus Dorrstraat 12,Kerkrade,575000,512,165,2002,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7,4,3 woonlagen en een kelder,3,1,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,3205
Horusstraat 4,Almere,325000,69,72,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3,2,2 woonlagen,2,0,0,0,A,In woonwijk,Achtertuin,727
Meester Sprenkelsstraat 2,Sint Anthonis,495000,904,165,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,5,"2 woonlagen, een zolder en een kelder",2,1,1,0,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, tuin en zijtuin",328
Van Boetzelaerlaan 207,Den Haag,1150000,160,230,1917,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,8,6,3 woonlagen en een kelder,3,1,0,0,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin,9775
Essenrode 12,hout,550000,171,126,1982,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,132
Adriaan van Ostadestraat 50,Almere,340000,130,109,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,A,In woonwijk,Achtertuin en tuin,626
Koningsspil 13,Wieringerwaard,395000,281,150,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin,2291
Chopinstraat 2,Castricum,575000,305,140,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",2615
Zwaluwweg 67,Enkhuizen,300000,139,121,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,3,3 woonlagen,3,0,0,0,B,In woonwijk,Achtertuin en tuin,2300
Zwanenveld 3115,Nijmegen,319000,226,128,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6,5,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,4685
Breedweerlaan 123,Heemskerk,389000,170,128,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,Achtertuin en tuin,2775
Koriander 2,Gendringen,399500,295,145,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lesseardak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,B,,tuin en zijtuin,
Savanne 103,Capelle aan den IJssel,385000,126,121,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin en tuin,990
Begoniastraat 41,Nieuw-Buinen,330000,764,159,1975,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,4,2 woonlagen en een vliering,2,0,0,1,C,Beschutte ligging en in woonwijk,"Achtertuin, tuin en zonneterras",2281
Angeler 17,Nijkerk,539000,208,133,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lesseardak bedekt met pannen,6,4,3 woonlagen en een zolder,3,0,1,0,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en tuin,2575
Tongerseweg 91,Maastricht,575000,263,166,1950,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8,6,3 woonlagen en een kelder,3,1,0,0,E,Aan drukke weg,Achtertuin en tuin,1755
Christistraat 20,Kats,298000,329,120,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en tuin,315
Weidmanstraat 16,Maastricht,249000,156,82,1995,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,3,2 woonlagen,2,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,159
Westerwolde 10,Lelystad,369000,181,132,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,3,3 woonlagen,3,0,0,0,A,In woonwijk,Achtertuin en tuin,1735
Speelkamp 59,Leusden,395000,146,106,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,2,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,179
Havenkade 2,'s Gravenmoer,549000,290,163,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7,4,2 woonlagen,2,0,0,0,C,Beschutte ligging,"Achtertuin, tuin en zijtuin",226
Zuiderdiep 203,Valthermond,549000,6373,263,1923,Bestaande bouw,"Woonboerderij, vrijstaande woning",Dwarskap bedekt met pannen,7,4,2 woonlagen,2,0,0,0,F,Beschutte ligging en vrij uitzicht,Tuin rondom,2294
P Ketelaarstraat 8,Raamsdonksveer,294000,132,80,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en tuin,577
Standerdlaan 10,Heiloo,695000,234,154,2016,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin en zijtuin",3255
Mercurion 6,Zevear,695000,7208,144,1987,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Schilddak bedekt met riet,5,4,3 woonlagen,3,0,0,0,C,Open ligging en vrij uitzicht,Tuin rondom,45
Paulus Potterstraat 51,Zutphen,259500,125,76,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,E,In woonwijk,Achtertuin en tuin,1695
Binnenpad 143,Giethoorn,1000000,7852,175,1906,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met riet,4,3,2 woonlagen en een kelder,2,1,0,0,Niet verplicht,"Aan vaarwater, aan water, landelijk gelegen en vrij uitzicht",Tuin rondom,121
Singel 123,Odijk,698000,265,152,1983,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,542
Orionstraat 22,Eindhoven,725000,615,353,1980,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9,6,3 woonlagen,3,0,0,0,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en tuin,43
Laan van Kaän 3,Beverwijk,350000,100,87,1938,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,G,Aan rustige weg en in woonwijk,Achtertuin en tuin,151
Henriette Roland-Holststraat 8,Gorinchem,335000,156,104,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Lesseardak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,2155
Johanweg 20,Oosterbeek,295000,193,77,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,3,2 woonlagen en een vliering,2,0,0,1,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,2015
Eikenstraat 41,Dongen,279000,161,102,1954,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,8,4,2 woonlagen,2,0,0,0,C,In woonwijk,Achtertuin en tuin,34
Plataanstraat 52,Made,509000,271,123,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin,3298
Minderbroederstraat 8,Zierikzee,245000,99,77,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,3,2,2 woonlagen en een vliering,2,0,0,1,F,Aan rustige weg en in centrum,Achtertuin,3405
Van Boshuizenstraat 551,Amsterdam,850000,109,152,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6,5,3 woonlagen,3,0,0,0,D,In woonwijk,Achtertuin,13625
Ambon 5,Barneveld,399000,157,128,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en tuin,473
Hollandseweg 125,Wageningen,925000,1156,272,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,4,2 woonlagen en een kelder,2,1,0,0,C,Beschutte ligging en in bosrijke omgeving,Tuin rondom,1185
Hazeleger 2,Hoevelaken,425000,160,121,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,4,3 woonlagen,3,0,0,0,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en tuin,155
Granietstraat 57,Oss,365000,169,132,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,775
Oldenkottebrink 11,Enschede,269000,270,102,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin en zijtuin",4415
Witkopeend 5,Uithoorn,450000,174,121,1994,Bestaande bouw,"Eengezinswoning, hoekwoning (kwadrant woning)",Plat dak,4,3,3 woonlagen,3,0,0,0,B,In woonwijk,tuin en zijtuin,5695
Stationsweg 26 D,Oosterbeek,1295000,1115,205,1995,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,5,3 woonlagen,3,0,0,0,B,In bosrijke omgeving en in woonwijk,Tuin rondom en zonneterras,119
Smaragd 6,Mijdrecht,795000,649,197,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met pannen,7,6,3 woonlagen,3,0,0,0,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin,3575
Driek van Erpstraat 21,Oss,385000,312,104,1965,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,5,4,3 woonlagen,3,0,0,0,C,In woonwijk,Achtertuin en tuin,327
Arkelse Onderweg 76,Gorinchem,385000,662,79,1871,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,4,2,3 woonlagen,3,0,0,0,G,Aan rustige weg en in woonwijk,Zijtuin,2805
Scholeksterweide 22,Renswoude,350000,91,94,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,3,2,2 woonlagen,2,0,0,0,A,Aan rustige weg en in woonwijk,tuin,202
Pending 7,Hoogvliet Rotterdam,300000,116,108,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Aan rustige weg en in woonwijk,Achtertuin en tuin,2233
Heeskesacker 1150,Nijmegen,250000,173,85,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,2,2 woonlagen,2,0,0,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,5465
Rembrandtkade 16,Wormerveer,300000,122,68,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,3,2,2 woonlagen en een vliering,2,0,0,1,C,In woonwijk en vrij uitzicht,Achtertuin en tuin,365
Kikkerveen 308,Spijkenisse,300000,156,133,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,B,Beschutte ligging en in woonwijk,Achtertuin en tuin,655
Schuitenberg 25,Roermond,319000,125,112,1920,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,2,"3 woonlagen, een zolder en een kelder",3,1,1,0,E,In centrum,Achtertuin,542
Kilianusstraat 5,Stein,379000,255,113,1999,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak,4,3,2 woonlagen,2,0,0,0,B,"Aan bosrand, aan rustige weg en in woonwijk",Achtertuin en tuin,243
Irenelaan 24,Vught,1050000,204,231,2019,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7,6,3 woonlagen en een zolder,3,0,1,0,A,"Aan park, aan rustige weg, in centrum en vrij uitzicht",Achtertuin,369
Ebro 38,Doetinchem,400000,209,120,2003,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin en tuin,920
Koningsweg 3,Nijverdal,1150000,5855,192,2000,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,5,4,"2 woonlagen, een zolder en een kelder",2,1,1,0,B,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,405
Staartmolen 19,Vianen (UT),545000,257,142,1985,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,4,2 woonlagen en een zolder,2,0,1,0,C,In woonwijk,Achtertuin en tuin,
Hyacintenlaan 67,Hilversum,749000,273,143,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,5,4,"2 woonlagen, een vliering en een kelder",2,1,0,1,F,Aan rustige weg en in woonwijk,Achtertuin en tuin,2225
Braamstraat 33,Monster,325000,87,68,1932,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen,2,0,0,0,C,In woonwijk,Achtertuin,344
Melis Stokelaan 50,Beverwijk,495000,137,142,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen en een vliering,3,0,0,1,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,156
Telefoonstraat 5 B en C,Tilburg,750000,147,222,1922,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7,2,3 woonlagen en een kelder,3,1,0,0,D,Aan rustige weg en in centrum,Achtertuin,69
De reep 63,Erica,295000,345,130,1993,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,3,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,382
Juliastraat 37 D,Hooge Zwaluwe,359000,201,113,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,A,Aan rustige weg en in woonwijk,Achtertuin en tuin,3354
Jan Hendrik op den Veldestraat 12,Zaandam,360000,254,80,1948,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,2,2 woonlagen en een zolder,2,0,1,0,C,Aan rustige weg en in woonwijk,Achtertuin en tuin,679
Goeman Borgesiusstraat 2,Nijmegen,279500,128,79,1966,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4,3,2 woonlagen,2,0,0,0,D,Aan rustige weg en in woonwijk,Achtertuin,1019
Laan van Osbrück 5,Haarlem,415000,164,125,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,3 woonlagen,3,0,0,0,D,,Achtertuin en tuin,224
Traverse 6,Hellevoetsluis,850000,826,172,1980,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6,4,3 woonlagen,3,0,0,0,C,Aan rustige weg en in woonwijk,Tuin rondom,375
Zijlvest 51,Haarlem,1198000,95,226,2021,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,5,3,3 woonlagen,3,0,0,0,A,In centrum,,308
Vogelenzang 13,Sliedrecht,495000,570,110,1966,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Zadeldak bedekt met pannen,5,4,2 woonlagen,2,0,0,0,E,In woonwijk,Tuin rondom,1735
Tarwedreef 76,Doetinchem,385000,227,117,,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder,2,0,1,0,A,In woonwijk,Achtertuin en tuin,2135
Don Rualaan 81,'s-Heerenberg,250000,152,103,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,4,2 woonlagen en een zolder met vliering,2,0,1,1,B,In bosrijke omgeving en in woonwijk,Achtertuin en tuin,485
